                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.0566,                0.57618,                 1.2578,                 0.9884,                0.96555,                0.99302,                0.78714,                0.92387,                0.50553,                 1.2477,             0.00097386,             0.00097386,             0.00097386
                     23,                 1.0303,                0.57404,                 1.2321,                0.98256,                0.96844,                0.99227,                0.78337,                 0.9525,                0.52203,                 1.2505,             0.00094085,             0.00094085,             0.00094085
                     24,                 1.0413,                0.58192,                 1.2552,                0.98967,                  0.968,                0.99177,                0.77813,                0.94774,                0.55927,                 1.2477,             0.00090785,             0.00090785,             0.00090785
                     25,                0.98709,                0.54656,                 1.2238,                0.98294,                0.96674,                0.99322,                0.79161,                0.93375,                0.51186,                 1.2546,             0.00087484,             0.00087484,             0.00087484
                     26,                 1.0098,                0.55517,                 1.2571,                 0.9864,                0.96449,                0.99303,                0.78147,                0.95802,                0.52981,                 1.2735,             0.00084184,             0.00084184,             0.00084184
                     27,                 1.0348,                0.54306,                  1.248,                0.97655,                0.96266,                0.99307,                0.77142,                0.94737,                0.54745,                 1.2605,             0.00080883,             0.00080883,             0.00080883
                     28,                0.96503,                0.52325,                 1.2067,                0.99151,                0.95567,                0.99339,                0.78332,                0.93806,                0.51335,                 1.2545,             0.00077582,             0.00077582,             0.00077582
                     29,                0.99033,                0.54661,                 1.2261,                0.97584,                0.97913,                0.99389,                0.80958,                0.87683,                0.49743,                 1.2106,             0.00074282,             0.00074282,             0.00074282
                     30,                 0.9495,                0.52905,                 1.2069,                0.97383,                0.98301,                0.99388,                 0.8035,                0.88591,                0.47673,                  1.223,             0.00070981,             0.00070981,             0.00070981
                     31,                0.95441,                0.52273,                  1.206,                0.98707,                 0.9735,                0.99372,                 0.8072,                 0.8551,                0.49723,                 1.2002,              0.0006768,              0.0006768,              0.0006768
                     32,                0.95486,                0.50255,                 1.1989,                0.97784,                0.97069,                 0.9936,                0.80804,                0.88738,                0.45517,                 1.2091,              0.0006438,              0.0006438,              0.0006438
                     33,                0.92456,                0.49795,                 1.1883,                0.99105,                0.96491,                0.99354,                0.80416,                0.89827,                0.48383,                 1.2133,             0.00061079,             0.00061079,             0.00061079
                     34,                0.93218,                0.51049,                 1.1811,                0.98773,                 0.9674,                0.99351,                0.79619,                0.89281,                0.46549,                 1.2153,             0.00057778,             0.00057778,             0.00057778
                     35,                0.92999,                0.48928,                 1.1773,                0.98522,                0.98041,                0.99444,                0.79893,                0.87637,                0.46229,                 1.2167,             0.00054478,             0.00054478,             0.00054478
                     36,                0.93202,                 0.5009,                 1.1766,                0.98561,                0.98489,                0.99443,                0.81163,                0.85181,                0.44128,                 1.1882,             0.00051177,             0.00051177,             0.00051177
                     37,                0.91259,                0.48172,                 1.1566,                0.98978,                0.97527,                0.99398,                0.81579,                0.82103,                0.43399,                  1.167,             0.00047876,             0.00047876,             0.00047876
                     38,                0.89704,                0.47435,                 1.1521,                0.98993,                0.98562,                 0.9945,                0.82232,                0.82583,                0.42127,                 1.1681,             0.00044576,             0.00044576,             0.00044576
                     39,                0.89739,                0.47211,                 1.1577,                0.98694,                0.98346,                0.99454,                0.81793,                0.84451,                0.42441,                 1.1735,             0.00041275,             0.00041275,             0.00041275
                     40,                0.93366,                0.49238,                 1.1682,                0.98951,                0.98688,                0.99441,                 0.8188,                0.84431,                0.43471,                 1.1777,             0.00037974,             0.00037974,             0.00037974
                     41,                0.87321,                 0.4489,                 1.2048,                0.99221,                0.97444,                0.99402,                0.81176,                0.85008,                0.45021,                 1.1784,             0.00034674,             0.00034674,             0.00034674
                     42,                 0.8452,                0.43552,                  1.171,                0.99326,                0.98424,                0.99434,                0.82363,                0.80789,                0.41227,                 1.1522,             0.00031373,             0.00031373,             0.00031373
                     43,                0.84432,                0.42938,                 1.1552,                0.99217,                0.98408,                0.99469,                 0.8252,                0.79887,                0.40876,                 1.1378,             0.00028072,             0.00028072,             0.00028072
                     44,                0.81967,                0.41659,                 1.1514,                0.99172,                0.98303,                0.99474,                0.81717,                 0.8297,                  0.422,                 1.1606,             0.00024772,             0.00024772,             0.00024772
                     45,                0.81998,                0.41516,                 1.1724,                0.99125,                0.98937,                0.99471,                0.82191,                0.81685,                0.40117,                 1.1624,             0.00021471,             0.00021471,             0.00021471
                     46,                0.80636,                0.41267,                  1.144,                0.98867,                0.98847,                0.99476,                0.81781,                0.81433,                0.41449,                 1.1516,              0.0001817,              0.0001817,              0.0001817
                     47,                 0.8045,                0.41058,                 1.1555,                  0.985,                0.99377,                0.99483,                 0.8297,                 0.7785,                0.39967,                 1.1323,              0.0001487,              0.0001487,              0.0001487
                     48,                0.78786,                0.39955,                 1.1386,                0.99319,                0.98612,                0.99493,                0.83205,                0.78254,                0.39464,                 1.1325,             0.00011569,             0.00011569,             0.00011569
                     49,                0.77518,                0.39288,                 1.1321,                0.99664,                0.98667,                0.99493,                0.83436,                 0.7806,                0.38902,                 1.1291,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.78837,                0.38977,                 1.1301,                0.99332,                0.98659,                0.99494,                0.83631,                0.77783,                0.38677,                 1.1265,             4.9677e-05,             4.9677e-05,             4.9677e-05
