                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.86474,                0.48412,                 1.1686,                0.99872,                0.98649,                0.99441,                0.82297,                0.71442,                0.37424,                  1.107,             0.00057778,             0.00057778,             0.00057778
                    101,                0.84644,                0.45641,                 1.1301,                0.99847,                0.98654,                0.99456,                0.82105,                0.71867,                0.39739,                 1.1113,             0.00056678,             0.00056678,             0.00056678
                    102,                0.88045,                0.46705,                 1.1384,                0.99524,                0.98701,                0.99459,                 0.8254,                0.72945,                0.39393,                 1.1149,             0.00055578,             0.00055578,             0.00055578
                    103,                0.83169,                0.45623,                 1.1136,                0.99804,                0.98701,                0.99436,                0.83982,                0.68652,                0.38243,                 1.0875,             0.00054478,             0.00054478,             0.00054478
                    104,                0.83402,                 0.4515,                 1.1212,                0.99843,                0.98622,                0.99403,                0.83335,                0.68376,                0.39229,                 1.0844,             0.00053377,             0.00053377,             0.00053377
                    105,                 0.8385,                 0.4631,                 1.1371,                0.99891,                 0.9865,                0.99379,                0.82877,                0.71965,                0.41097,                 1.1135,             0.00052277,             0.00052277,             0.00052277
                    106,                0.83316,                 0.4622,                 1.1332,                0.99879,                0.98679,                0.99369,                0.83504,                0.69248,                0.38681,                 1.0878,             0.00051177,             0.00051177,             0.00051177
                    107,                   0.83,                0.47051,                 1.1466,                0.99865,                0.98648,                0.99295,                0.82444,                0.70151,                0.38982,                 1.0901,             0.00050077,             0.00050077,             0.00050077
                    108,                0.83079,                0.46476,                 1.1393,                0.99834,                 0.9837,                0.99382,                0.82969,                0.70269,                 0.3755,                 1.0964,             0.00048976,             0.00048976,             0.00048976
                    109,                0.82568,                0.45055,                 1.1102,                0.99329,                0.99351,                0.99436,                0.83904,                0.69097,                0.34847,                 1.0861,             0.00047876,             0.00047876,             0.00047876
                    110,                0.78367,                0.42899,                 1.1079,                0.99749,                0.99013,                0.99484,                0.82704,                0.70649,                0.36179,                 1.0884,             0.00046776,             0.00046776,             0.00046776
                    111,                0.79428,                0.42997,                 1.1057,                0.99864,                0.98672,                0.99433,                0.83237,                0.70302,                0.36163,                 1.0918,             0.00045676,             0.00045676,             0.00045676
                    112,                0.82256,                0.44913,                 1.1614,                0.99752,                0.98639,                0.99472,                0.83211,                  0.717,                0.35391,                 1.0959,             0.00044576,             0.00044576,             0.00044576
                    113,                0.81992,                0.43853,                 1.1352,                0.99868,                 0.9867,                0.99469,                0.84324,                0.66615,                0.35229,                 1.0688,             0.00043475,             0.00043475,             0.00043475
                    114,                0.81206,                0.43585,                 1.0943,                0.99902,                0.98701,                0.99417,                 0.8323,                0.69018,                 0.3647,                 1.0828,             0.00042375,             0.00042375,             0.00042375
                    115,                0.76666,                0.42512,                 1.0823,                0.99925,                0.98556,                0.99431,                0.83354,                0.69607,                0.36547,                 1.0855,             0.00041275,             0.00041275,             0.00041275
                    116,                 0.7704,                0.41904,                 1.0937,                0.99947,                0.98572,                0.99402,                0.84096,                0.66824,                0.36257,                 1.0764,             0.00040175,             0.00040175,             0.00040175
                    117,                0.80276,                 0.4408,                 1.1388,                0.99926,                0.98687,                0.99406,                0.83091,                0.70989,                0.38318,                 1.0963,             0.00039074,             0.00039074,             0.00039074
                    118,                 0.7965,                0.42629,                 1.1186,                0.99892,                0.98701,                0.99455,                0.84107,                0.68391,                0.36237,                 1.0818,             0.00037974,             0.00037974,             0.00037974
                    119,                 0.8377,                0.43498,                 1.1401,                0.99901,                0.98701,                0.99455,                0.83383,                0.68227,                0.35995,                 1.0808,             0.00036874,             0.00036874,             0.00036874
                    120,                0.79898,                 0.4354,                 1.1173,                0.99345,                0.98955,                0.99448,                0.83528,                0.68985,                0.35874,                 1.0844,             0.00035774,             0.00035774,             0.00035774
                    121,                0.80041,                 0.4337,                 1.1149,                0.99322,                0.99351,                0.99478,                0.84186,                0.67038,                0.34275,                 1.0659,             0.00034674,             0.00034674,             0.00034674
                    122,                0.78469,                0.42044,                 1.0942,                0.99792,                0.99023,                 0.9945,                0.84251,                0.68608,                0.35527,                 1.0897,             0.00033573,             0.00033573,             0.00033573
                    123,                0.81404,                0.43216,                 1.1533,                0.99815,                   0.99,                0.99397,                0.83848,                0.68729,                0.36833,                 1.0806,             0.00032473,             0.00032473,             0.00032473
                    124,                0.80683,                0.41555,                 1.1246,                 0.9991,                0.98675,                0.99441,                  0.839,                0.69258,                0.35847,                 1.0836,             0.00031373,             0.00031373,             0.00031373
                    125,                 0.7914,                0.40897,                 1.0978,                0.99863,                0.98666,                0.99465,                0.84932,                0.65552,                0.34382,                 1.0633,             0.00030273,             0.00030273,             0.00030273
                    126,                0.76552,                0.41346,                 1.0899,                0.99901,                0.98215,                0.99456,                 0.8511,                0.66304,                0.34597,                 1.0656,             0.00029172,             0.00029172,             0.00029172
                    127,                 0.8357,                0.43576,                 1.1095,                0.99897,                0.98614,                0.99454,                 0.8427,                0.66877,                0.34805,                 1.0641,             0.00028072,             0.00028072,             0.00028072
                    128,                0.74279,                0.39698,                 1.0791,                0.99905,                0.98661,                0.99463,                0.83871,                0.67944,                0.35026,                 1.0719,             0.00026972,             0.00026972,             0.00026972
                    129,                0.77319,                0.40966,                  1.081,                0.99905,                0.98629,                0.99466,                0.83776,                0.67498,                0.33908,                 1.0729,             0.00025872,             0.00025872,             0.00025872
                    130,                0.77209,                0.39829,                 1.0887,                0.99931,                0.98167,                0.99456,                 0.8334,                0.68591,                0.35728,                 1.0777,             0.00024772,             0.00024772,             0.00024772
                    131,                0.74982,                0.39373,                  1.071,                0.99443,                0.99351,                0.99466,                0.84771,                0.65511,                0.35023,                 1.0647,             0.00023671,             0.00023671,             0.00023671
                    132,                0.75271,                0.39162,                 1.0675,                0.99712,                0.99351,                0.99472,                0.84054,                0.67794,                0.35392,                  1.069,             0.00022571,             0.00022571,             0.00022571
                    133,                0.80209,                0.41445,                 1.1066,                 0.9968,                0.99351,                0.99487,                0.84984,                0.65936,                0.34098,                 1.0616,             0.00021471,             0.00021471,             0.00021471
                    134,                0.74973,                0.39871,                 1.0845,                0.99763,                0.99026,                 0.9949,                0.84623,                 0.6801,                0.33336,                 1.0706,             0.00020371,             0.00020371,             0.00020371
                    135,                0.76542,                0.40544,                 1.0862,                0.99734,                0.99351,                0.99478,                0.84171,                0.67196,                0.34531,                  1.069,             0.00019271,             0.00019271,             0.00019271
                    136,                0.75694,                0.39705,                  1.081,                0.99767,                0.99351,                 0.9947,                0.84531,                0.65154,                0.34862,                 1.0532,              0.0001817,              0.0001817,              0.0001817
                    137,                0.75686,                 0.4082,                 1.0942,                0.99718,                0.99351,                0.99484,                0.84875,                0.66052,                0.34592,                 1.0544,              0.0001707,              0.0001707,              0.0001707
                    138,                0.72078,                0.38506,                  1.056,                0.99449,                0.99565,                0.99497,                 0.8574,                 0.6444,                0.33257,                 1.0487,              0.0001597,              0.0001597,              0.0001597
                    139,                0.76312,                0.39228,                    1.1,                0.99835,                0.99351,                0.99494,                0.85298,                0.64551,                0.32107,                  1.052,              0.0001487,              0.0001487,              0.0001487
                    140,                0.79099,                 0.4174,                 1.1329,                0.99683,                0.99351,                0.99494,                0.84847,                0.66376,                0.33243,                 1.0603,             0.00013769,             0.00013769,             0.00013769
                    141,                 0.7183,                0.37932,                 1.1112,                0.99855,                0.99341,                 0.9949,                0.83958,                0.66451,                0.33694,                 1.0577,             0.00012669,             0.00012669,             0.00012669
                    142,                 0.7011,                 0.3648,                 1.0774,                0.99814,                0.99351,                 0.9949,                0.84564,                0.66362,                0.33146,                 1.0539,             0.00011569,             0.00011569,             0.00011569
                    143,                 0.6944,                0.35764,                 1.1165,                0.99853,                0.99351,                0.99494,                0.84993,                0.65507,                0.32866,                 1.0546,             0.00010469,             0.00010469,             0.00010469
                    144,                0.70061,                0.35718,                 1.1012,                0.99797,                0.99351,                0.99494,                0.84705,                0.66029,                0.33815,                 1.0595,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    145,                 0.7118,                 0.3574,                  1.096,                0.99767,                0.99351,                0.99494,                 0.8485,                0.65405,                0.32958,                 1.0517,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    146,                0.68341,                0.35171,                 1.0732,                0.99882,                0.99284,                0.99494,                0.84817,                0.66168,                0.32803,                 1.0546,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    147,                 0.6838,                0.35147,                 1.0728,                0.99915,                0.98993,                0.99494,                0.85213,                 0.6579,                0.32771,                 1.0542,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    148,                0.70099,                0.36539,                 1.1098,                0.99496,                0.99584,                0.99497,                0.85483,                0.65048,                0.32507,                 1.0481,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    149,                0.69781,                0.35153,                 1.0692,                 0.9949,                0.99611,                0.99497,                0.85209,                   0.65,                0.32317,                 1.0464,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    150,                 0.6806,                0.34657,                 1.1034,                0.99495,                0.99578,                0.99497,                0.85217,                0.64563,                0.31879,                 1.0442,             2.7672e-05,             2.7672e-05,             2.7672e-05
